Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Employee_ID,Quantity,Unit_Price,Discount_%,GST_%,Final_Amount,Payment_Mode,Order_Status
ORD2500026,2025-10-22,C00426,P0099,S003,E0029,4,4973.86,20,18,18781.3,Debit Card,Delivered
ORD2500027,2026-03-04,C00155,P0015,S003,E0049,2,1787.12,5,18,4006.72,Net Banking,Returned
ORD2500028,2025-09-22,C00259,P0069,S020,E0010,2,277.13,0,18,654.03,Credit Card,Delivered
ORD2500029,2025-11-02,C00147,P0100,S012,E0023,4,707.06,5,18,3170.46,UPI,Cancelled
ORD2500030,2025-12-28,C00330,P0072,S024,E0024,5,2143.6,20,18,10117.79,Debit Card,Delivered
ORD2500031,2025-08-29,C00239,P0002,S006,E0043,5,4232.61,20,18,19977.92,Debit Card,Delivered
ORD2500032,2026-04-16,C00484,P0091,S016,E0047,3,5667.46,0,18,20062.81,UPI,Delivered
ORD2500033,2025-12-25,C00076,P0011,S020,E0003,3,7211.04,10,18,22974.37,Credit Card,Returned
ORD2500034,2026-01-09,C00373,P0020,S022,E0025,2,5416.76,20,18,10226.84,Credit Card,Delivered
ORD2500035,2026-01-12,C00363,P0085,S018,E0044,1,3327.38,10,18,3533.68,Cash,Delivered
ORD2500036,2026-03-31,C00031,P0090,S009,E0019,4,4604.5,15,18,18473.25,Credit Card,Cancelled
ORD2500037,2025-12-08,C00141,P0026,S007,E0045,2,4853.36,5,18,10881.23,Net Banking,Delivered
ORD2500038,2025-09-07,C00241,P0056,S012,E0009,4,1142.81,10,18,4854.66,Debit Card,Delivered
ORD2500039,2026-06-01,C00108,P0019,S012,E0037,5,802.65,0,18,4735.64,Credit Card,Returned
ORD2500040,2025-08-08,C00177,P0062,S024,E0013,1,2690.43,0,18,3174.71,UPI,Delivered
ORD2500041,2026-02-24,C00493,P0089,S023,E0036,2,3915.24,5,18,8777.97,Net Banking,Delivered
ORD2500042,2026-03-12,C00015,P0058,S025,E0008,1,154.61,10,18,164.2,Debit Card,Returned
ORD2500043,2026-06-11,C00108,P0064,S012,E0035,5,3627.94,20,18,17123.88,Credit Card,Delivered
ORD2500044,2026-02-14,C00439,P0070,S009,E0040,4,5285.76,5,18,23701.35,UPI,Delivered
ORD2500045,2026-02-19,C00487,P0035,S016,E0025,4,3529.57,20,18,13327.66,UPI,Delivered
ORD2500046,2025-11-19,C00232,P0100,S014,E0011,1,707.06,5,18,792.61,Cash,Delivered
ORD2500047,2025-09-22,C00165,P0084,S010,E0040,2,1548.58,0,18,3654.65,Credit Card,Returned
ORD2500048,2026-05-29,C00080,P0023,S008,E0048,1,6164.36,5,18,6910.25,UPI,Delivered
ORD2500049,2026-04-03,C00087,P0036,S025,E0013,2,313.24,5,18,702.28,Cash,Cancelled
ORD2500050,2025-08-30,C00349,P0086,S011,E0008,3,6044.53,0,18,21397.64,Cash,Delivered
ORD2500051,2026-02-09,C00282,P0032,S006,E0042,4,7075.86,0,18,33398.06,UPI,Delivered
ORD2500052,2026-04-10,C00044,P0002,S023,E0032,3,4232.61,10,18,13485.1,Cash,Delivered
ORD2500053,2026-02-28,C00452,P0097,S025,E0011,1,4988.12,5,18,5591.68,Net Banking,Delivered
ORD2500054,2025-08-10,C00138,P0016,S015,E0010,2,499.38,15,18,1001.76,Cash,Delivered
ORD2500055,2026-03-30,C00245,P0051,S017,E0017,5,6973.04,0,18,41140.94,Cash,Delivered
ORD2500056,2026-04-11,C00189,P0070,S007,E0010,5,5285.76,10,18,28067.39,Cash,Delivered
ORD2500057,2025-08-25,C00034,P0058,S003,E0035,2,154.61,0,18,364.88,Net Banking,Cancelled
ORD2500058,2025-11-20,C00323,P0035,S005,E0035,3,3529.57,15,18,10620.48,Debit Card,Delivered
ORD2500059,2026-06-01,C00144,P0036,S016,E0047,2,313.24,15,18,628.36,Debit Card,Cancelled
ORD2500060,2026-03-21,C00203,P0009,S020,E0034,2,3564.29,5,18,7991.14,Debit Card,Cancelled
ORD2500061,2025-10-27,C00484,P0084,S011,E0013,2,1548.58,20,18,2923.72,Cash,Cancelled
ORD2500062,2026-02-28,C00118,P0010,S020,E0030,1,2573.86,0,18,3037.15,Debit Card,Delivered
ORD2500063,2026-06-02,C00467,P0029,S010,E0023,2,7381.9,15,18,14808.09,Credit Card,Delivered
ORD2500064,2025-08-21,C00139,P0037,S009,E0049,2,6357.7,5,18,14253.96,Debit Card,Delivered
ORD2500065,2025-12-23,C00451,P0016,S016,E0023,4,499.38,15,18,2003.51,Credit Card,Cancelled
ORD2500066,2026-07-01,C00192,P0094,S025,E0047,5,2549.11,5,18,14287.76,Cash,Delivered
ORD2500067,2025-10-24,C00290,P0019,S014,E0012,5,802.65,20,18,3788.51,Net Banking,Delivered
ORD2500068,2025-09-06,C00404,P0020,S009,E0041,3,5416.76,10,18,17257.8,Net Banking,Delivered
ORD2500069,2025-11-03,C00353,P0040,S025,E0016,2,1341.94,5,18,3008.63,Credit Card,Delivered
ORD2500070,2026-04-05,C00198,P0039,S002,E0038,3,2811.5,20,18,7962.17,Net Banking,Delivered
ORD2500071,2025-07-30,C00028,P0061,S004,E0048,5,4483.03,0,18,26449.88,Debit Card,Delivered
ORD2500072,2025-07-15,C00240,P0061,S004,E0028,1,4483.03,0,18,5289.98,Cash,Cancelled
ORD2500073,2025-11-17,C00058,P0054,S020,E0009,1,4941.23,10,18,5247.59,Net Banking,Delivered
ORD2500074,2025-12-23,C00474,P0088,S010,E0021,2,7276.0,5,18,16312.79,Credit Card,Delivered
ORD2500075,2026-05-06,C00196,P0055,S007,E0030,4,3016.14,5,18,13524.37,UPI,Delivered
ORD2500076,2026-05-17,C00267,P0040,S001,E0015,2,1341.94,5,18,3008.63,Credit Card,Delivered
ORD2500077,2026-04-13,C00242,P0002,S009,E0034,1,4232.61,20,18,3995.58,Cash,Delivered
ORD2500078,2025-07-19,C00463,P0015,S021,E0040,2,1787.12,0,18,4217.6,Cash,Delivered
ORD2500079,2026-04-25,C00343,P0072,S022,E0027,2,2143.6,10,18,4553.01,UPI,Delivered
ORD2500080,2026-01-12,C00264,P0031,S020,E0044,2,1548.65,20,18,2923.85,Cash,Delivered
ORD2500081,2025-10-01,C00043,P0089,S001,E0047,5,3915.24,15,18,19634.93,Credit Card,Returned
ORD2500082,2025-12-10,C00106,P0020,S016,E0013,2,5416.76,15,18,10866.02,UPI,Returned
ORD2500083,2026-05-24,C00363,P0035,S014,E0041,1,3529.57,15,18,3540.16,Net Banking,Cancelled
ORD2500084,2025-12-07,C00376,P0042,S010,E0034,3,599.24,10,18,1909.18,Credit Card,Delivered
ORD2500085,2026-05-31,C00421,P0028,S001,E0010,4,2757.16,5,18,12363.11,UPI,Delivered
ORD2500086,2025-10-30,C00383,P0069,S012,E0015,4,277.13,10,18,1177.25,UPI,Delivered
ORD2500087,2026-06-24,C00358,P0069,S017,E0033,4,277.13,0,18,1308.05,Cash,Delivered
ORD2500088,2026-04-25,C00016,P0018,S004,E0003,3,1395.52,0,18,4940.14,Net Banking,Delivered
ORD2500089,2025-10-09,C00009,P0016,S022,E0035,1,499.38,20,18,471.41,Net Banking,Delivered
ORD2500090,2025-07-18,C00061,P0013,S011,E0003,4,1947.53,5,18,8732.72,Net Banking,Cancelled
ORD2500091,2025-08-01,C00473,P0010,S013,E0027,1,2573.86,10,18,2733.44,Credit Card,Delivered
ORD2500092,2025-12-29,C00456,P0050,S013,E0015,4,4470.38,0,18,21100.19,Credit Card,Cancelled
ORD2500093,2026-02-21,C00113,P0076,S023,E0004,4,6935.08,15,18,27823.54,Credit Card,Delivered
ORD2500094,2025-09-23,C00374,P0050,S022,E0026,3,4470.38,10,18,14242.63,Cash,Cancelled
ORD2500095,2026-01-11,C00318,P0035,S018,E0034,4,3529.57,10,18,14993.61,UPI,Delivered
ORD2500096,2025-07-26,C00064,P0081,S010,E0013,5,1125.19,5,18,6306.69,Cash,Delivered
ORD2500097,2025-12-24,C00411,P0034,S016,E0018,2,2475.87,15,18,4966.6,Credit Card,Delivered
ORD2500098,2026-03-14,C00305,P0097,S025,E0037,2,4988.12,5,18,11183.37,Net Banking,Cancelled
ORD2500099,2025-08-29,C00036,P0006,S014,E0046,2,2138.35,5,18,4794.18,Debit Card,Delivered
ORD2500100,2026-04-07,C00495,P0005,S002,E0048,4,4418.39,0,18,20854.8,Credit Card,Delivered
ORD2500101,2025-09-06,C00329,P0004,S016,E0007,5,6832.12,5,18,38294.03,Credit Card,Delivered
ORD2500102,2025-11-21,C00187,P0025,S013,E0013,4,4496.67,5,18,20163.07,Debit Card,Cancelled
ORD2500103,2025-11-07,C00008,P0064,S013,E0024,4,3627.94,10,18,15411.49,Debit Card,Delivered
ORD2500104,2026-04-01,C00414,P0064,S009,E0001,2,3627.94,10,18,7705.74,Credit Card,Delivered
ORD2500105,2026-04-23,C00117,P0019,S024,E0018,2,802.65,10,18,1704.83,Credit Card,Delivered
ORD2500106,2025-08-19,C00263,P0081,S009,E0018,3,1125.19,15,18,3385.7,Credit Card,Delivered
ORD2500107,2025-09-24,C00290,P0041,S021,E0049,4,5943.88,5,18,26652.36,Net Banking,Delivered
ORD2500108,2026-03-24,C00127,P0073,S006,E0035,5,5922.01,20,18,27951.89,Debit Card,Delivered
ORD2500109,2026-01-30,C00401,P0053,S014,E0020,2,4620.08,10,18,9813.05,Cash,Delivered
ORD2500110,2026-04-29,C00117,P0095,S009,E0018,2,2631.3,15,18,5278.39,Cash,Delivered
ORD2500111,2025-10-23,C00113,P0007,S020,E0047,1,3824.14,5,18,4286.86,Credit Card,Delivered
ORD2500112,2026-02-23,C00128,P0064,S009,E0043,3,3627.94,0,18,12842.91,Net Banking,Delivered
ORD2500113,2026-07-09,C00226,P0032,S010,E0005,4,7075.86,20,18,26718.45,Net Banking,Returned
ORD2500114,2025-11-01,C00496,P0016,S011,E0024,3,499.38,10,18,1591.02,Debit Card,Delivered
ORD2500115,2026-04-30,C00051,P0087,S024,E0014,5,1890.57,10,18,10038.93,Net Banking,Delivered
ORD2500116,2026-03-14,C00302,P0040,S009,E0030,3,1341.94,15,18,4037.9,Cash,Delivered
ORD2500117,2026-06-29,C00348,P0003,S004,E0035,5,4896.11,20,18,23109.64,UPI,Delivered
ORD2500118,2026-05-27,C00272,P0040,S003,E0032,2,1341.94,5,18,3008.63,Debit Card,Delivered
ORD2500119,2025-12-05,C00073,P0064,S012,E0040,4,3627.94,20,18,13699.1,Net Banking,Cancelled
ORD2500120,2026-03-18,C00469,P0079,S008,E0025,5,579.03,10,18,3074.65,Credit Card,Delivered
ORD2500121,2025-08-10,C00093,P0015,S011,E0032,5,1787.12,20,18,8435.21,Cash,Delivered
ORD2500122,2026-05-21,C00334,P0075,S017,E0041,3,1918.92,10,18,6113.68,Debit Card,Delivered
ORD2500123,2025-08-19,C00018,P0049,S005,E0030,3,4592.92,10,18,14633.04,Net Banking,Delivered
ORD2500124,2025-12-08,C00155,P0033,S023,E0029,3,3158.52,20,18,8944.93,UPI,Cancelled
ORD2500125,2026-01-05,C00104,P0050,S016,E0001,4,4470.38,15,18,17935.16,Credit Card,Returned
ORD2500126,2026-02-22,C00409,P0096,S010,E0043,4,6638.09,10,18,28198.61,Cash,Delivered
ORD2500127,2025-07-16,C00063,P0009,S023,E0014,3,3564.29,20,18,10094.07,Debit Card,Delivered
ORD2500128,2025-09-27,C00106,P0063,S013,E0004,4,1162.55,0,18,5487.24,Cash,Returned
ORD2500129,2025-07-18,C00009,P0023,S010,E0012,5,6164.36,0,18,36369.72,Credit Card,Delivered
ORD2500130,2026-05-15,C00115,P0087,S001,E0002,3,1890.57,10,18,6023.36,UPI,Delivered
ORD2500131,2025-12-26,C00223,P0060,S007,E0016,2,6438.17,5,18,14434.38,Cash,Returned
ORD2500132,2026-05-24,C00064,P0099,S015,E0007,1,4973.86,0,18,5869.15,Debit Card,Delivered
ORD2500133,2025-10-31,C00375,P0020,S010,E0025,4,5416.76,5,18,24288.75,Cash,Cancelled
ORD2500134,2026-02-27,C00386,P0033,S006,E0015,1,3158.52,10,18,3354.35,UPI,Delivered
ORD2500135,2025-12-28,C00359,P0040,S021,E0012,1,1341.94,0,18,1583.49,Debit Card,Delivered
ORD2500136,2026-02-22,C00435,P0053,S002,E0038,4,4620.08,20,18,17445.42,Net Banking,Returned
ORD2500137,2025-10-30,C00492,P0064,S002,E0033,4,3627.94,0,18,17123.88,Cash,Delivered
ORD2500138,2025-11-05,C00143,P0073,S006,E0004,2,5922.01,0,18,13975.94,Net Banking,Delivered
ORD2500139,2026-01-22,C00086,P0034,S002,E0033,1,2475.87,15,18,2483.3,Cash,Cancelled
ORD2500140,2025-11-13,C00153,P0023,S024,E0036,3,6164.36,0,18,21821.83,UPI,Delivered
ORD2500141,2026-03-02,C00011,P0073,S020,E0046,1,5922.01,20,18,5590.38,Credit Card,Delivered
ORD2500142,2025-09-06,C00064,P0068,S021,E0036,4,1690.06,0,18,7977.08,UPI,Returned
ORD2500143,2026-01-01,C00380,P0092,S019,E0050,1,1347.74,0,18,1590.33,Credit Card,Delivered
ORD2500144,2026-03-21,C00378,P0094,S017,E0038,5,2549.11,15,18,12783.79,Cash,Delivered
ORD2500145,2025-10-24,C00320,P0049,S023,E0029,4,4592.92,10,18,19510.72,Cash,Delivered
ORD2500146,2025-10-09,C00497,P0056,S015,E0010,2,1142.81,0,18,2697.03,Net Banking,Cancelled
ORD2500147,2025-07-28,C00400,P0063,S025,E0041,4,1162.55,10,18,4938.51,UPI,Delivered
ORD2500148,2026-03-30,C00470,P0089,S024,E0040,2,3915.24,10,18,8315.97,Cash,Delivered
ORD2500149,2026-07-06,C00492,P0079,S001,E0001,5,579.03,15,18,2903.84,Credit Card,Delivered
ORD2500150,2026-05-20,C00072,P0032,S006,E0037,5,7075.86,0,18,41747.57,Cash,Delivered
ORD2500151,2026-03-02,C00151,P0007,S014,E0033,1,3824.14,15,18,3835.61,Debit Card,Delivered
ORD2500152,2025-07-15,C00112,P0023,S005,E0009,1,6164.36,5,18,6910.25,Credit Card,Delivered
ORD2500153,2025-12-10,C00389,P0096,S025,E0044,1,6638.09,10,18,7049.65,UPI,Delivered
ORD2500154,2026-05-27,C00033,P0013,S002,E0021,3,1947.53,5,18,6549.54,Credit Card,Delivered
ORD2500155,2026-02-20,C00304,P0012,S023,E0049,5,1759.22,15,18,8822.49,Credit Card,Delivered
ORD2500156,2026-02-12,C00381,P0027,S007,E0033,4,4773.9,5,18,21406.17,Net Banking,Delivered
ORD2500157,2026-04-01,C00114,P0043,S021,E0048,1,2003.39,15,18,2009.4,Cash,Delivered
ORD2500158,2025-12-20,C00106,P0064,S004,E0029,5,3627.94,15,18,18194.12,Credit Card,Delivered
ORD2500159,2026-03-28,C00419,P0082,S021,E0041,3,4422.51,10,18,14090.12,Net Banking,Delivered
ORD2500160,2026-07-03,C00442,P0031,S018,E0010,5,1548.65,10,18,8223.33,Debit Card,Delivered
ORD2500161,2025-11-10,C00125,P0003,S020,E0042,3,4896.11,10,18,15599.01,Cash,Delivered
ORD2500162,2026-01-21,C00105,P0070,S004,E0043,5,5285.76,20,18,24948.79,Net Banking,Delivered
ORD2500163,2025-12-30,C00233,P0012,S017,E0002,4,1759.22,20,18,6642.81,Cash,Returned
ORD2500164,2025-12-21,C00017,P0044,S013,E0011,2,562.21,10,18,1194.13,Credit Card,Delivered
ORD2500165,2025-10-17,C00247,P0029,S010,E0020,3,7381.9,20,18,20905.54,Net Banking,Delivered
ORD2500166,2025-09-03,C00194,P0039,S012,E0019,4,2811.5,10,18,11943.25,Cash,Delivered
ORD2500167,2025-12-01,C00401,P0038,S004,E0041,4,1265.25,10,18,5374.78,Cash,Cancelled
ORD2500168,2025-09-10,C00310,P0083,S006,E0027,4,6571.75,20,18,24814.93,Debit Card,Returned
ORD2500169,2026-03-29,C00487,P0074,S008,E0034,3,1107.9,15,18,3333.67,Credit Card,Cancelled
ORD2500170,2026-02-10,C00123,P0057,S015,E0046,4,599.08,20,18,2262.13,UPI,Delivered
ORD2500171,2026-04-18,C00210,P0075,S015,E0014,1,1918.92,15,18,1924.68,UPI,Delivered
ORD2500172,2026-06-09,C00030,P0044,S017,E0047,4,562.21,0,18,2653.63,UPI,Delivered
ORD2500173,2025-11-30,C00403,P0081,S008,E0041,5,1125.19,5,18,6306.69,Debit Card,Returned
ORD2500174,2026-05-25,C00108,P0075,S021,E0006,4,1918.92,15,18,7698.71,Debit Card,Delivered
ORD2500175,2026-02-14,C00319,P0064,S012,E0020,5,3627.94,0,18,21404.85,UPI,Cancelled
ORD2500176,2026-02-08,C00362,P0049,S017,E0006,5,4592.92,15,18,23033.49,Net Banking,Returned
ORD2500177,2025-12-06,C00341,P0004,S015,E0031,5,6832.12,5,18,38294.03,Net Banking,Delivered
ORD2500178,2026-02-02,C00196,P0041,S006,E0007,2,5943.88,10,18,12624.8,UPI,Delivered
ORD2500179,2025-07-16,C00421,P0034,S011,E0023,5,2475.87,15,18,12416.49,Net Banking,Delivered
ORD2500180,2026-04-06,C00240,P0056,S004,E0043,2,1142.81,10,18,2427.33,Debit Card,Cancelled
ORD2500181,2026-02-14,C00023,P0067,S022,E0050,3,4244.63,0,18,15025.99,Net Banking,Delivered
ORD2500182,2026-04-25,C00478,P0096,S017,E0025,4,6638.09,10,18,28198.61,UPI,Delivered
ORD2500183,2025-09-18,C00259,P0032,S016,E0019,4,7075.86,15,18,28388.35,UPI,Delivered
ORD2500184,2025-10-01,C00063,P0053,S023,E0019,1,4620.08,10,18,4906.52,UPI,Delivered
ORD2500185,2025-09-07,C00469,P0060,S008,E0025,2,6438.17,0,18,15194.08,Debit Card,Cancelled
ORD2500186,2025-09-06,C00248,P0078,S012,E0009,2,6311.27,0,18,14894.6,Credit Card,Delivered
ORD2500187,2026-02-16,C00404,P0026,S006,E0029,2,4853.36,15,18,9735.84,Debit Card,Delivered
ORD2500188,2025-12-01,C00044,P0022,S006,E0044,3,4580.62,15,18,13783.09,Credit Card,Delivered
ORD2500189,2026-02-26,C00248,P0004,S004,E0013,2,6832.12,20,18,12899.04,Debit Card,Returned
ORD2500190,2025-08-11,C00104,P0035,S008,E0012,1,3529.57,15,18,3540.16,Debit Card,Delivered
ORD2500191,2025-09-13,C00422,P0038,S010,E0008,2,1265.25,10,18,2687.39,Credit Card,Delivered
ORD2500192,2026-06-19,C00216,P0060,S016,E0024,4,6438.17,0,18,30388.16,Net Banking,Delivered
ORD2500193,2025-09-19,C00465,P0055,S005,E0024,4,3016.14,5,18,13524.37,Credit Card,Returned
ORD2500194,2026-04-12,C00310,P0024,S014,E0041,2,1210.16,20,18,2284.78,Net Banking,Returned
ORD2500195,2026-05-10,C00067,P0081,S022,E0029,3,1125.19,5,18,3784.01,Credit Card,Delivered
ORD2500196,2025-10-04,C00043,P0003,S017,E0050,2,4896.11,20,18,9243.86,Cash,Cancelled
ORD2500197,2025-12-07,C00230,P0027,S013,E0029,5,4773.9,0,18,28166.01,Cash,Returned
ORD2500198,2026-02-11,C00073,P0096,S017,E0022,2,6638.09,15,18,13316.01,Cash,Delivered
ORD2500199,2026-02-18,C00494,P0098,S017,E0029,2,5777.0,15,18,11588.66,Credit Card,Returned
ORD2500200,2025-09-05,C00246,P0005,S005,E0032,3,4418.39,15,18,13294.94,UPI,Returned
ORD2500201,2026-01-15,C00350,P0030,S018,E0024,1,1676.3,5,18,1879.13,Debit Card,Delivered
ORD2500202,2025-09-18,C00251,P0078,S015,E0022,4,6311.27,0,18,29789.19,UPI,Delivered
ORD2500203,2026-05-19,C00067,P0037,S015,E0019,4,6357.7,5,18,28507.93,Net Banking,Delivered
ORD2500204,2025-10-20,C00018,P0054,S011,E0037,5,4941.23,0,18,29153.26,Net Banking,Delivered
ORD2500205,2026-04-29,C00474,P0079,S008,E0050,3,579.03,10,18,1844.79,Net Banking,Cancelled
ORD2500206,2026-06-27,C00296,P0095,S020,E0024,2,2631.3,15,18,5278.39,Net Banking,Cancelled
ORD2500207,2025-07-29,C00212,P0055,S006,E0037,3,3016.14,0,18,10677.14,UPI,Delivered
ORD2500208,2026-04-12,C00147,P0030,S005,E0017,2,1676.3,5,18,3758.26,Net Banking,Delivered
ORD2500209,2025-08-31,C00492,P0083,S007,E0023,1,6571.75,5,18,7366.93,Credit Card,Returned
ORD2500210,2026-05-13,C00494,P0038,S002,E0048,1,1265.25,5,18,1418.35,Credit Card,Returned
ORD2500211,2025-08-16,C00304,P0019,S009,E0013,1,802.65,15,18,805.06,Cash,Returned
ORD2500212,2025-11-27,C00386,P0024,S022,E0045,3,1210.16,0,18,4283.97,UPI,Cancelled
ORD2500213,2025-10-22,C00235,P0024,S003,E0049,1,1210.16,20,18,1142.39,Cash,Returned
ORD2500214,2025-10-02,C00333,P0016,S023,E0005,1,499.38,20,18,471.41,Debit Card,Delivered
ORD2500215,2026-07-08,C00081,P0034,S010,E0029,5,2475.87,0,18,14607.63,UPI,Delivered
ORD2500216,2025-08-24,C00300,P0085,S009,E0003,1,3327.38,20,18,3141.05,Debit Card,Delivered
ORD2500217,2026-04-07,C00196,P0048,S007,E0009,5,4284.72,15,18,21487.87,Credit Card,Delivered
ORD2500218,2025-08-08,C00426,P0059,S020,E0002,5,478.61,20,18,2259.04,UPI,Delivered
ORD2500219,2025-11-05,C00443,P0050,S002,E0005,3,4470.38,20,18,12660.12,Credit Card,Cancelled
ORD2500220,2026-01-08,C00284,P0084,S012,E0031,3,1548.58,5,18,5207.87,UPI,Cancelled
ORD2500221,2025-07-13,C00207,P0043,S010,E0009,1,2003.39,15,18,2009.4,Cash,Returned
ORD2500222,2026-01-22,C00486,P0048,S019,E0021,3,4284.72,15,18,12892.72,Net Banking,Delivered
ORD2500223,2025-07-14,C00487,P0025,S004,E0018,1,4496.67,5,18,5040.77,Credit Card,Returned
ORD2500224,2026-03-04,C00458,P0061,S012,E0018,5,4483.03,20,18,21159.9,Credit Card,Delivered
ORD2500225,2025-08-27,C00404,P0098,S005,E0028,3,5777.0,5,18,19428.05,UPI,Returned
ORD2500226,2025-11-09,C00338,P0013,S014,E0027,2,1947.53,5,18,4366.36,Debit Card,Delivered
ORD2500227,2025-09-22,C00471,P0041,S004,E0035,4,5943.88,0,18,28055.11,Debit Card,Delivered
ORD2500228,2026-05-16,C00204,P0074,S011,E0028,1,1107.9,15,18,1111.22,Cash,Delivered
ORD2500229,2026-01-10,C00274,P0004,S024,E0032,5,6832.12,0,18,40309.51,Credit Card,Delivered
ORD2500230,2025-09-21,C00186,P0081,S003,E0034,4,1125.19,5,18,5045.35,UPI,Delivered
ORD2500231,2026-02-18,C00104,P0047,S021,E0009,3,1656.18,15,18,4983.45,UPI,Cancelled
ORD2500232,2026-03-21,C00360,P0022,S002,E0022,2,4580.62,10,18,9729.24,Debit Card,Returned
ORD2500233,2025-09-17,C00459,P0039,S023,E0013,4,2811.5,0,18,13270.28,UPI,Delivered
ORD2500234,2026-03-09,C00151,P0067,S022,E0008,2,4244.63,10,18,9015.59,UPI,Delivered
ORD2500235,2025-10-07,C00473,P0014,S023,E0016,5,4003.89,20,18,18898.36,Net Banking,Delivered
ORD2500236,2025-12-03,C00412,P0019,S016,E0029,2,802.65,10,18,1704.83,Debit Card,Delivered
ORD2500237,2026-06-03,C00025,P0052,S019,E0025,2,7507.14,20,18,14173.48,Cash,Returned
ORD2500238,2026-07-11,C00081,P0016,S007,E0049,3,499.38,0,18,1767.81,UPI,Delivered
ORD2500239,2025-07-27,C00475,P0055,S009,E0033,3,3016.14,0,18,10677.14,Cash,Delivered
ORD2500240,2025-10-08,C00201,P0031,S016,E0037,2,1548.65,20,18,2923.85,Net Banking,Delivered
ORD2500241,2025-12-25,C00046,P0041,S004,E0043,2,5943.88,0,18,14027.56,Debit Card,Delivered
ORD2500242,2025-07-14,C00086,P0038,S007,E0022,1,1265.25,20,18,1194.4,Cash,Cancelled
ORD2500243,2025-09-17,C00432,P0012,S007,E0025,4,1759.22,0,18,8303.52,Net Banking,Delivered
ORD2500244,2026-03-22,C00031,P0054,S024,E0039,4,4941.23,15,18,19824.21,Debit Card,Returned
ORD2500245,2026-01-22,C00421,P0094,S009,E0050,4,2549.11,20,18,9625.44,UPI,Delivered
ORD2500246,2025-07-18,C00160,P0070,S018,E0045,4,5285.76,15,18,21206.47,Debit Card,Cancelled
ORD2500247,2025-09-16,C00370,P0063,S008,E0018,5,1162.55,10,18,6173.14,UPI,Delivered
ORD2500248,2025-11-29,C00375,P0085,S024,E0036,4,3327.38,10,18,14134.71,Net Banking,Delivered
ORD2500249,2025-12-21,C00232,P0008,S023,E0006,2,2375.27,5,18,5325.36,Cash,Delivered
ORD2500250,2025-11-17,C00018,P0081,S020,E0040,2,1125.19,15,18,2257.13,Net Banking,Cancelled
ORD2500251,2026-02-25,C00072,P0046,S011,E0012,3,1738.3,15,18,5230.54,Net Banking,Delivered
