Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Employee_ID,Quantity,Unit_Price,Discount_%,GST_%,Final_Amount,Payment_Mode,Order_Status
ORD2400024,2025-01-29,C00307,P0001,S005,E0002,2,5335.48,5,18,11962.15,Net Banking,Cancelled
ORD2400025,2024-08-25,C00472,P0047,S014,E0007,5,1656.18,15,18,8305.74,Cash,Delivered
ORD2400026,2024-08-20,C00466,P0034,S013,E0036,2,2475.87,15,18,4966.6,Debit Card,Cancelled
ORD2400027,2024-12-13,C00410,P0040,S015,E0041,5,1341.94,5,18,7521.57,Debit Card,Returned
ORD2400028,2024-09-24,C00223,P0069,S008,E0050,3,277.13,15,18,833.88,Net Banking,Delivered
ORD2400029,2024-07-23,C00278,P0021,S021,E0037,4,6635.3,5,18,29752.69,Cash,Delivered
ORD2400030,2025-04-05,C00114,P0058,S007,E0022,4,154.61,10,18,656.78,Net Banking,Delivered
ORD2400031,2025-01-21,C00004,P0049,S004,E0011,4,4592.92,10,18,19510.72,Debit Card,Delivered
ORD2400032,2025-07-10,C00265,P0007,S001,E0004,5,3824.14,5,18,21434.3,Debit Card,Delivered
ORD2400033,2025-02-20,C00292,P0029,S007,E0007,5,7381.9,10,18,39197.89,Net Banking,Returned
ORD2400034,2024-07-20,C00132,P0031,S006,E0009,2,1548.65,0,18,3654.81,Net Banking,Delivered
ORD2400035,2024-07-14,C00119,P0075,S008,E0045,2,1918.92,20,18,3622.92,Debit Card,Returned
ORD2400036,2024-12-07,C00071,P0086,S018,E0026,3,6044.53,20,18,17118.11,UPI,Cancelled
ORD2400037,2024-08-30,C00300,P0016,S024,E0039,5,499.38,5,18,2799.02,Cash,Delivered
ORD2400038,2025-03-28,C00390,P0050,S020,E0012,4,4470.38,20,18,16880.15,Credit Card,Returned
ORD2400039,2025-05-27,C00090,P0061,S008,E0050,2,4483.03,10,18,9521.96,Debit Card,Delivered
ORD2400040,2025-05-09,C00399,P0047,S020,E0004,3,1656.18,5,18,5569.73,Debit Card,Cancelled
ORD2400041,2025-03-21,C00295,P0054,S017,E0029,3,4941.23,20,18,13993.56,Cash,Returned
ORD2400042,2025-03-20,C00296,P0035,S005,E0044,5,3529.57,20,18,16659.57,Debit Card,Delivered
ORD2400043,2024-07-13,C00160,P0004,S023,E0008,2,6832.12,10,18,14511.42,Debit Card,Returned
ORD2400044,2024-10-10,C00493,P0070,S008,E0045,1,5285.76,5,18,5925.34,Credit Card,Delivered
ORD2400045,2024-08-06,C00127,P0011,S004,E0017,4,7211.04,15,18,28930.69,Cash,Returned
ORD2400046,2024-09-21,C00174,P0025,S014,E0036,3,4496.67,15,18,13530.48,Debit Card,Delivered
ORD2400047,2025-02-23,C00382,P0065,S001,E0050,1,590.41,0,18,696.68,Credit Card,Delivered
ORD2400048,2024-10-05,C00270,P0028,S024,E0004,3,2757.16,20,18,7808.28,UPI,Delivered
ORD2400049,2024-12-13,C00301,P0063,S025,E0040,2,1162.55,0,18,2743.62,Net Banking,Delivered
ORD2400050,2025-06-22,C00442,P0067,S004,E0012,5,4244.63,5,18,23791.15,Debit Card,Returned
ORD2400051,2025-05-25,C00394,P0042,S024,E0019,2,599.24,20,18,1131.37,UPI,Delivered
ORD2400052,2025-04-10,C00168,P0064,S009,E0009,3,3627.94,0,18,12842.91,Net Banking,Returned
ORD2400053,2024-08-08,C00408,P0067,S009,E0021,1,4244.63,10,18,4507.8,UPI,Returned
ORD2400054,2024-08-18,C00347,P0026,S016,E0044,3,4853.36,15,18,14603.76,UPI,Delivered
ORD2400055,2025-02-01,C00469,P0019,S022,E0041,4,802.65,0,18,3788.51,Debit Card,Delivered
ORD2400056,2025-03-16,C00101,P0055,S017,E0025,2,3016.14,20,18,5694.47,UPI,Delivered
ORD2400057,2025-04-06,C00482,P0011,S019,E0022,5,7211.04,20,18,34036.11,Credit Card,Cancelled
ORD2400058,2025-07-06,C00224,P0056,S019,E0014,5,1142.81,15,18,5731.19,Credit Card,Delivered
ORD2400059,2025-04-10,C00231,P0005,S004,E0043,1,4418.39,15,18,4431.65,Net Banking,Delivered
ORD2400060,2024-09-18,C00138,P0020,S024,E0050,4,5416.76,15,18,21732.04,UPI,Delivered
ORD2400061,2024-08-31,C00147,P0023,S004,E0030,2,6164.36,5,18,13820.5,Credit Card,Delivered
ORD2400062,2025-07-04,C00042,P0059,S009,E0030,3,478.61,5,18,1609.57,Cash,Delivered
ORD2400063,2024-12-08,C00203,P0040,S025,E0041,1,1341.94,0,18,1583.49,UPI,Returned
ORD2400064,2025-05-30,C00457,P0082,S020,E0041,2,4422.51,0,18,10437.12,Cash,Cancelled
ORD2400065,2025-01-21,C00222,P0057,S008,E0041,1,599.08,0,18,706.91,Credit Card,Returned
ORD2400066,2024-07-14,C00130,P0057,S021,E0022,5,599.08,15,18,3004.39,UPI,Delivered
ORD2400067,2024-12-25,C00208,P0069,S024,E0047,2,277.13,0,18,654.03,Cash,Returned
ORD2400068,2025-06-10,C00108,P0063,S008,E0036,1,1162.55,5,18,1303.22,Cash,Delivered
ORD2400069,2024-11-16,C00070,P0076,S025,E0007,2,6935.08,10,18,14730.11,UPI,Delivered
ORD2400070,2025-01-30,C00394,P0023,S023,E0040,5,6164.36,20,18,29095.78,Credit Card,Delivered
ORD2400071,2024-12-18,C00142,P0056,S007,E0036,5,1142.81,10,18,6068.32,Cash,Delivered
ORD2400072,2025-03-14,C00029,P0055,S008,E0041,1,3016.14,20,18,2847.24,Credit Card,Delivered
ORD2400073,2025-04-28,C00176,P0011,S022,E0007,4,7211.04,20,18,27228.89,Cash,Cancelled
ORD2400074,2024-11-18,C00235,P0076,S011,E0017,3,6935.08,20,18,19640.15,UPI,Delivered
ORD2400075,2024-12-29,C00369,P0030,S008,E0046,1,1676.3,10,18,1780.23,UPI,Delivered
ORD2400076,2024-12-09,C00443,P0088,S010,E0018,1,7276.0,20,18,6868.54,UPI,Delivered
ORD2400077,2024-12-28,C00094,P0053,S025,E0020,2,4620.08,5,18,10358.22,Debit Card,Delivered
ORD2400078,2025-05-10,C00192,P0006,S004,E0024,2,2138.35,10,18,4541.86,UPI,Returned
ORD2400079,2025-06-17,C00419,P0021,S012,E0026,4,6635.3,10,18,28186.75,UPI,Delivered
ORD2400080,2024-07-30,C00040,P0049,S011,E0029,1,4592.92,20,18,4335.72,Net Banking,Cancelled
ORD2400081,2024-07-14,C00033,P0051,S023,E0040,4,6973.04,15,18,27975.84,Cash,Delivered
ORD2400082,2024-11-09,C00222,P0041,S006,E0042,4,5943.88,10,18,25249.6,Net Banking,Delivered
ORD2400083,2025-03-26,C00357,P0095,S017,E0026,5,2631.3,0,18,15524.67,Debit Card,Delivered
ORD2400084,2025-04-30,C00497,P0085,S011,E0036,3,3327.38,0,18,11778.93,Net Banking,Cancelled
ORD2400085,2025-03-27,C00325,P0012,S017,E0033,5,1759.22,10,18,9341.46,UPI,Delivered
ORD2400086,2024-10-04,C00220,P0030,S020,E0012,4,1676.3,15,18,6725.32,Debit Card,Delivered
ORD2400087,2024-11-04,C00379,P0008,S015,E0045,5,2375.27,20,18,11211.27,Net Banking,Delivered
ORD2400088,2024-08-10,C00184,P0081,S011,E0020,4,1125.19,5,18,5045.35,Credit Card,Delivered
ORD2400089,2024-08-11,C00011,P0096,S018,E0006,5,6638.09,15,18,33290.02,Credit Card,Delivered
ORD2400090,2024-12-16,C00431,P0098,S015,E0034,1,5777.0,15,18,5794.33,Net Banking,Delivered
ORD2400091,2024-12-15,C00176,P0089,S021,E0016,3,3915.24,15,18,11780.96,Debit Card,Delivered
ORD2400092,2025-01-15,C00181,P0091,S011,E0026,3,5667.46,20,18,16050.25,UPI,Returned
ORD2400093,2024-10-22,C00249,P0078,S011,E0008,1,6311.27,15,18,6330.2,UPI,Returned
ORD2400094,2024-07-13,C00169,P0045,S006,E0018,5,1728.63,10,18,9179.03,Net Banking,Delivered
ORD2400095,2025-05-26,C00453,P0069,S013,E0033,5,277.13,20,18,1308.05,Net Banking,Delivered
ORD2400096,2024-11-26,C00442,P0038,S022,E0009,2,1265.25,5,18,2836.69,Net Banking,Delivered
ORD2400097,2025-06-22,C00058,P0020,S013,E0017,5,5416.76,15,18,27165.05,Debit Card,Delivered
ORD2400098,2025-03-19,C00425,P0090,S008,E0008,1,4604.5,0,18,5433.31,Debit Card,Delivered
ORD2400099,2024-11-30,C00476,P0076,S021,E0014,1,6935.08,0,18,8183.39,UPI,Returned
ORD2400100,2024-09-21,C00222,P0024,S025,E0018,4,1210.16,5,18,5426.36,Debit Card,Cancelled
ORD2400101,2025-03-01,C00420,P0004,S013,E0031,4,6832.12,10,18,29022.85,Debit Card,Delivered
ORD2400102,2024-08-09,C00159,P0043,S020,E0034,5,2003.39,20,18,9456.0,Debit Card,Delivered
ORD2400103,2025-04-20,C00198,P0029,S013,E0048,4,7381.9,5,18,33100.44,UPI,Returned
ORD2400104,2025-06-04,C00107,P0034,S002,E0010,2,2475.87,10,18,5258.75,Net Banking,Delivered
ORD2400105,2025-01-03,C00140,P0059,S013,E0047,1,478.61,20,18,451.81,Net Banking,Delivered
ORD2400106,2024-10-18,C00298,P0030,S021,E0019,3,1676.3,10,18,5340.69,Debit Card,Delivered
ORD2400107,2024-07-17,C00358,P0062,S003,E0006,1,2690.43,10,18,2857.24,Debit Card,Returned
ORD2400108,2025-04-10,C00052,P0018,S013,E0043,2,1395.52,5,18,3128.76,Credit Card,Delivered
ORD2400109,2024-10-23,C00301,P0027,S025,E0021,3,4773.9,10,18,15209.65,Cash,Delivered
ORD2400110,2025-04-22,C00189,P0073,S021,E0009,5,5922.01,15,18,29698.88,Cash,Delivered
ORD2400111,2025-06-22,C00256,P0056,S010,E0049,4,1142.81,20,18,4315.25,UPI,Delivered
ORD2400112,2025-04-10,C00312,P0063,S002,E0008,3,1162.55,15,18,3498.11,Cash,Delivered
ORD2400113,2025-01-02,C00431,P0008,S020,E0032,3,2375.27,15,18,7147.19,UPI,Cancelled
ORD2400114,2024-07-21,C00043,P0061,S024,E0042,5,4483.03,20,18,21159.9,Cash,Delivered
ORD2400115,2025-06-21,C00005,P0070,S011,E0040,5,5285.76,0,18,31185.98,Net Banking,Delivered
ORD2400116,2025-05-08,C00070,P0037,S008,E0047,3,6357.7,10,18,20255.63,Net Banking,Delivered
ORD2400117,2025-03-17,C00114,P0015,S022,E0036,3,1787.12,20,18,5061.12,Cash,Delivered
ORD2400118,2024-07-16,C00447,P0080,S010,E0011,4,4920.76,10,18,20903.39,Debit Card,Delivered
ORD2400119,2024-10-01,C00045,P0063,S008,E0028,5,1162.55,5,18,6516.09,UPI,Returned
ORD2400120,2024-08-02,C00303,P0040,S002,E0023,3,1341.94,5,18,4512.94,Cash,Delivered
ORD2400121,2024-09-04,C00228,P0043,S021,E0049,2,2003.39,15,18,4018.8,UPI,Delivered
ORD2400122,2025-06-01,C00178,P0055,S004,E0018,5,3016.14,10,18,16015.7,Debit Card,Returned
ORD2400123,2024-10-21,C00111,P0058,S020,E0010,5,154.61,0,18,912.2,UPI,Delivered
ORD2400124,2025-02-21,C00245,P0098,S017,E0046,2,5777.0,15,18,11588.66,UPI,Delivered
ORD2400125,2024-10-17,C00443,P0008,S010,E0003,3,2375.27,5,18,7988.03,Credit Card,Delivered
ORD2400126,2025-03-06,C00114,P0061,S003,E0019,2,4483.03,15,18,8992.96,Credit Card,Delivered
ORD2400127,2024-12-02,C00361,P0050,S009,E0044,4,4470.38,0,18,21100.19,Net Banking,Delivered
ORD2400128,2024-10-22,C00354,P0085,S003,E0046,2,3327.38,10,18,7067.36,Credit Card,Delivered
ORD2400129,2025-04-11,C00223,P0077,S013,E0022,3,3792.37,15,18,11411.24,Debit Card,Delivered
ORD2400130,2025-03-17,C00223,P0012,S003,E0032,2,1759.22,20,18,3321.41,Net Banking,Returned
ORD2400131,2025-05-15,C00125,P0058,S018,E0048,4,154.61,15,18,620.3,UPI,Delivered
ORD2400132,2024-08-22,C00308,P0035,S021,E0026,1,3529.57,0,18,4164.89,Debit Card,Returned
ORD2400133,2024-08-12,C00244,P0022,S002,E0045,1,4580.62,10,18,4864.62,UPI,Returned
ORD2400134,2025-02-21,C00148,P0087,S003,E0030,2,1890.57,10,18,4015.57,Cash,Delivered
ORD2400135,2024-08-10,C00086,P0009,S015,E0032,1,3564.29,15,18,3574.98,Cash,Cancelled
ORD2400136,2025-06-14,C00234,P0023,S007,E0035,3,6164.36,5,18,20730.74,Credit Card,Returned
ORD2400137,2024-08-28,C00097,P0078,S002,E0005,1,6311.27,10,18,6702.57,UPI,Cancelled
ORD2400138,2025-04-30,C00337,P0062,S016,E0023,1,2690.43,15,18,2698.5,Cash,Delivered
ORD2400139,2024-08-04,C00469,P0017,S012,E0045,5,5714.04,5,18,32027.19,Net Banking,Cancelled
ORD2400140,2025-05-02,C00243,P0052,S008,E0010,3,7507.14,0,18,26575.28,Credit Card,Delivered
ORD2400141,2025-04-17,C00351,P0049,S024,E0022,5,4592.92,15,18,23033.49,Credit Card,Delivered
ORD2400142,2025-02-07,C00258,P0021,S013,E0018,2,6635.3,15,18,13310.41,Net Banking,Delivered
ORD2400143,2025-07-02,C00061,P0072,S014,E0012,5,2143.6,15,18,10750.15,UPI,Delivered
ORD2400144,2024-08-05,C00143,P0061,S023,E0002,2,4483.03,20,18,8463.96,Net Banking,Delivered
ORD2400145,2025-04-21,C00045,P0031,S007,E0038,4,1548.65,5,18,6944.15,Cash,Returned
ORD2400146,2024-12-14,C00388,P0004,S015,E0050,4,6832.12,15,18,27410.47,Debit Card,Delivered
ORD2400147,2024-09-09,C00257,P0091,S008,E0009,1,5667.46,20,18,5350.08,Cash,Delivered
ORD2400148,2024-07-14,C00213,P0077,S010,E0017,1,3792.37,0,18,4475.0,Debit Card,Cancelled
ORD2400149,2025-04-24,C00081,P0025,S013,E0023,5,4496.67,10,18,23877.32,Cash,Delivered
ORD2400150,2024-11-24,C00229,P0010,S021,E0006,1,2573.86,20,18,2429.72,Credit Card,Delivered
ORD2400151,2025-01-09,C00159,P0044,S002,E0006,3,562.21,5,18,1890.71,UPI,Returned
ORD2400152,2024-08-05,C00444,P0067,S013,E0022,3,4244.63,15,18,12772.09,Debit Card,Returned
ORD2400153,2024-07-16,C00181,P0095,S024,E0005,3,2631.3,20,18,7451.84,Credit Card,Delivered
ORD2400154,2024-09-13,C00500,P0010,S021,E0049,3,2573.86,0,18,9111.46,Debit Card,Delivered
ORD2400155,2025-02-03,C00342,P0046,S002,E0043,2,1738.3,20,18,3281.91,Credit Card,Delivered
ORD2400156,2024-11-18,C00302,P0052,S001,E0039,2,7507.14,0,18,17716.85,UPI,Delivered
ORD2400157,2025-01-23,C00199,P0089,S009,E0032,4,3915.24,5,18,17555.94,Cash,Delivered
ORD2400158,2024-07-28,C00313,P0057,S019,E0038,2,599.08,20,18,1131.06,Credit Card,Delivered
ORD2400159,2025-01-15,C00369,P0032,S018,E0042,2,7075.86,15,18,14194.18,UPI,Delivered
ORD2400160,2025-05-28,C00160,P0060,S011,E0041,2,6438.17,5,18,14434.38,UPI,Returned
ORD2400161,2025-03-20,C00312,P0037,S021,E0031,1,6357.7,10,18,6751.88,Cash,Delivered
ORD2400162,2025-06-05,C00181,P0091,S002,E0015,3,5667.46,15,18,17053.39,Credit Card,Delivered
ORD2400163,2025-01-18,C00041,P0017,S013,E0005,4,5714.04,5,18,25621.76,Debit Card,Delivered
ORD2400164,2024-10-30,C00474,P0089,S011,E0041,3,3915.24,10,18,12473.95,Cash,Delivered
ORD2400165,2025-05-30,C00100,P0030,S023,E0022,2,1676.3,20,18,3164.85,Net Banking,Returned
ORD2400166,2024-07-25,C00014,P0013,S009,E0032,1,1947.53,5,18,2183.18,Credit Card,Cancelled
ORD2400167,2025-02-27,C00183,P0049,S004,E0015,2,4592.92,10,18,9755.36,Debit Card,Delivered
ORD2400168,2025-05-08,C00354,P0095,S018,E0033,4,2631.3,0,18,12419.74,UPI,Delivered
ORD2400169,2025-07-04,C00193,P0021,S018,E0024,1,6635.3,15,18,6655.21,Debit Card,Delivered
ORD2400170,2024-11-21,C00216,P0072,S025,E0017,2,2143.6,15,18,4300.06,Credit Card,Returned
ORD2400171,2024-09-10,C00032,P0045,S016,E0022,3,1728.63,15,18,5201.45,UPI,Cancelled
ORD2400172,2024-12-27,C00103,P0087,S007,E0012,5,1890.57,20,18,8923.49,Credit Card,Returned
ORD2400173,2024-07-26,C00323,P0083,S022,E0009,5,6571.75,15,18,32957.33,Cash,Delivered
ORD2400174,2025-06-01,C00415,P0097,S011,E0006,2,4988.12,10,18,10594.77,Credit Card,Delivered
ORD2400175,2025-04-02,C00105,P0016,S024,E0025,5,499.38,15,18,2504.39,Debit Card,Delivered
ORD2400176,2024-11-02,C00480,P0085,S005,E0020,5,3327.38,5,18,18649.96,Credit Card,Delivered
ORD2400177,2024-07-20,C00167,P0018,S022,E0044,2,1395.52,5,18,3128.76,UPI,Returned
ORD2400178,2025-06-06,C00439,P0065,S018,E0034,3,590.41,5,18,1985.55,Debit Card,Delivered
ORD2400179,2025-06-27,C00421,P0089,S010,E0018,4,3915.24,10,18,16631.94,Net Banking,Cancelled
ORD2400180,2024-07-24,C00039,P0081,S006,E0012,5,1125.19,10,18,5974.76,Debit Card,Delivered
ORD2400181,2024-12-25,C00472,P0011,S015,E0024,1,7211.04,0,18,8509.03,Debit Card,Delivered
ORD2400182,2024-12-06,C00105,P0027,S013,E0011,2,4773.9,0,18,11266.4,Net Banking,Cancelled
ORD2400183,2024-09-30,C00067,P0084,S005,E0024,3,1548.58,10,18,4933.78,Debit Card,Delivered
ORD2400184,2024-10-07,C00397,P0075,S006,E0037,4,1918.92,10,18,8151.57,Cash,Delivered
ORD2400185,2025-05-26,C00308,P0030,S021,E0004,3,1676.3,0,18,5934.1,UPI,Delivered
ORD2400186,2024-10-12,C00139,P0029,S021,E0037,2,7381.9,15,18,14808.09,Credit Card,Delivered
ORD2400187,2024-08-29,C00177,P0044,S009,E0017,2,562.21,15,18,1127.79,Debit Card,Delivered
ORD2400188,2025-01-22,C00134,P0076,S007,E0010,4,6935.08,5,18,31096.9,Debit Card,Delivered
ORD2400189,2024-07-27,C00306,P0002,S013,E0009,4,4232.61,20,18,15982.34,Cash,Delivered
ORD2400190,2024-08-25,C00400,P0015,S013,E0016,5,1787.12,10,18,9489.61,Credit Card,Delivered
ORD2400191,2024-10-29,C00157,P0010,S016,E0003,1,2573.86,5,18,2885.3,Net Banking,Delivered
ORD2400192,2025-02-03,C00394,P0075,S005,E0008,4,1918.92,0,18,9057.3,UPI,Cancelled
ORD2400193,2025-06-05,C00254,P0032,S020,E0013,5,7075.86,5,18,39660.2,UPI,Delivered
ORD2400194,2024-09-30,C00335,P0074,S003,E0026,5,1107.9,5,18,6209.78,Debit Card,Delivered
ORD2400195,2024-08-20,C00141,P0044,S021,E0009,5,562.21,10,18,2985.34,Credit Card,Cancelled
ORD2400196,2024-09-25,C00097,P0090,S010,E0033,1,4604.5,5,18,5161.64,Cash,Delivered
ORD2400197,2025-03-23,C00457,P0053,S006,E0010,5,4620.08,5,18,25895.55,Cash,Delivered
ORD2400198,2025-06-13,C00185,P0033,S007,E0032,5,3158.52,0,18,18635.27,Debit Card,Returned
ORD2400199,2024-10-06,C00463,P0073,S008,E0007,2,5922.01,10,18,12578.35,Net Banking,Delivered
ORD2400200,2025-05-30,C00485,P0035,S011,E0029,4,3529.57,20,18,13327.66,Cash,Delivered
ORD2400201,2024-08-18,C00217,P0006,S013,E0041,1,2138.35,10,18,2270.93,Cash,Returned
ORD2400202,2024-12-07,C00150,P0092,S013,E0044,3,1347.74,10,18,4293.9,Cash,Returned
ORD2400203,2024-12-22,C00336,P0004,S005,E0049,5,6832.12,0,18,40309.51,UPI,Delivered
ORD2400204,2024-11-13,C00128,P0022,S004,E0012,5,4580.62,0,18,27025.66,Cash,Returned
ORD2400205,2024-10-05,C00339,P0029,S006,E0022,1,7381.9,10,18,7839.58,Debit Card,Delivered
ORD2400206,2025-04-10,C00006,P0013,S008,E0007,2,1947.53,15,18,3906.75,UPI,Delivered
ORD2400207,2025-07-06,C00142,P0050,S004,E0031,3,4470.38,10,18,14242.63,Cash,Cancelled
ORD2400208,2024-09-23,C00047,P0015,S017,E0011,3,1787.12,20,18,5061.12,Cash,Delivered
ORD2400209,2024-07-30,C00299,P0001,S009,E0016,3,5335.48,15,18,16054.46,Credit Card,Delivered
ORD2400210,2025-02-04,C00234,P0018,S012,E0006,4,1395.52,15,18,5598.83,Net Banking,Returned
ORD2400211,2025-01-21,C00316,P0077,S021,E0031,2,3792.37,10,18,8054.99,UPI,Delivered
ORD2400212,2024-09-09,C00348,P0025,S007,E0019,3,4496.67,5,18,15122.3,UPI,Delivered
ORD2400213,2025-06-09,C00251,P0100,S022,E0016,5,707.06,20,18,3337.32,Debit Card,Cancelled
ORD2400214,2025-02-25,C00026,P0023,S002,E0002,2,6164.36,15,18,12365.71,Debit Card,Cancelled
ORD2400215,2024-12-21,C00354,P0076,S021,E0047,4,6935.08,0,18,32733.58,Credit Card,Delivered
ORD2400216,2024-12-26,C00136,P0047,S001,E0042,4,1656.18,5,18,7426.31,UPI,Delivered
ORD2400217,2024-10-26,C00264,P0091,S013,E0049,2,5667.46,0,18,13375.21,Credit Card,Delivered
ORD2400218,2025-07-07,C00334,P0059,S006,E0039,5,478.61,20,18,2259.04,Net Banking,Delivered
ORD2400219,2024-10-08,C00191,P0009,S019,E0018,3,3564.29,20,18,10094.07,Cash,Cancelled
ORD2400220,2025-04-11,C00255,P0001,S016,E0011,3,5335.48,10,18,16998.84,Cash,Delivered
ORD2400221,2025-04-21,C00342,P0075,S020,E0035,5,1918.92,5,18,10755.55,Credit Card,Delivered
ORD2400222,2025-06-04,C00134,P0086,S008,E0025,2,6044.53,5,18,13551.84,UPI,Delivered
ORD2400223,2024-12-23,C00312,P0085,S016,E0001,4,3327.38,5,18,14919.97,UPI,Returned
ORD2400224,2024-08-09,C00149,P0069,S011,E0031,3,277.13,0,18,981.04,Credit Card,Delivered
ORD2400225,2025-02-12,C00227,P0005,S005,E0033,1,4418.39,10,18,4692.33,Debit Card,Delivered
ORD2400226,2025-05-18,C00231,P0038,S021,E0050,2,1265.25,15,18,2538.09,Debit Card,Returned
ORD2400227,2025-02-02,C00109,P0094,S025,E0043,1,2549.11,20,18,2406.36,Cash,Delivered
ORD2400228,2025-05-14,C00111,P0046,S009,E0036,3,1738.3,15,18,5230.54,Net Banking,Delivered
ORD2400229,2025-04-05,C00082,P0056,S020,E0010,3,1142.81,5,18,3843.27,Cash,Returned
ORD2400230,2025-05-01,C00283,P0007,S021,E0029,2,3824.14,20,18,7219.98,Cash,Returned
ORD2400231,2025-04-23,C00343,P0036,S023,E0050,3,313.24,10,18,997.98,Cash,Delivered
ORD2400232,2024-12-06,C00417,P0070,S024,E0036,3,5285.76,10,18,16840.43,Net Banking,Delivered
ORD2400233,2025-03-19,C00376,P0040,S011,E0032,3,1341.94,5,18,4512.94,Net Banking,Delivered
ORD2400234,2024-09-18,C00348,P0019,S005,E0020,4,802.65,15,18,3220.23,UPI,Returned
ORD2400235,2025-07-08,C00295,P0091,S008,E0028,4,5667.46,5,18,25412.89,Debit Card,Returned
ORD2400236,2025-02-23,C00409,P0078,S021,E0050,4,6311.27,15,18,25320.82,Net Banking,Returned
ORD2400237,2024-08-29,C00005,P0012,S003,E0019,3,1759.22,5,18,5916.26,UPI,Delivered
ORD2400238,2024-10-27,C00030,P0071,S011,E0012,2,4100.21,20,18,7741.2,Net Banking,Delivered
ORD2400239,2025-06-06,C00286,P0024,S007,E0028,1,1210.16,5,18,1356.59,Cash,Delivered
ORD2400240,2025-06-26,C00348,P0087,S002,E0044,5,1890.57,10,18,10038.93,Debit Card,Delivered
ORD2400241,2024-12-30,C00061,P0082,S003,E0004,4,4422.51,10,18,18786.82,Cash,Returned
ORD2400242,2025-02-07,C00031,P0030,S015,E0017,3,1676.3,15,18,5043.99,Debit Card,Delivered
ORD2400243,2025-03-08,C00338,P0044,S015,E0029,4,562.21,20,18,2122.9,Debit Card,Delivered
ORD2400244,2025-05-13,C00463,P0078,S004,E0038,5,6311.27,20,18,29789.19,Cash,Cancelled
ORD2400245,2025-03-31,C00181,P0095,S022,E0019,4,2631.3,10,18,11177.76,Debit Card,Cancelled
ORD2400246,2024-09-16,C00068,P0082,S008,E0029,1,4422.51,20,18,4174.85,Net Banking,Returned
ORD2400247,2025-03-08,C00260,P0002,S010,E0009,2,4232.61,15,18,8490.62,Debit Card,Returned
ORD2400248,2024-12-19,C00359,P0021,S001,E0015,5,6635.3,5,18,37190.86,UPI,Returned
ORD2400249,2025-06-18,C00277,P0011,S010,E0016,2,7211.04,5,18,16167.15,Debit Card,Delivered
ORD2400250,2024-09-26,C00338,P0037,S012,E0003,1,6357.7,15,18,6376.77,UPI,Cancelled
ORD2400251,2025-04-15,C00446,P0028,S019,E0040,1,2757.16,20,18,2602.76,Cash,Cancelled
